,x,y,mag275,uncert275,chi275,snr275,sharpness275,roundness275,crowding275,mag336,uncert336,chi336,snr336,sharpness336,roundness336,crowding336,field,RA,dec,QF1,Foreground
47910,84.29,2413.11,26.821,0.468,1.16,2.3,-0.004,1.102,0.024,27.55,0.675,1.06,1.6,-0.144,0.253,0.016,8,308.78897229509755,60.173310203722714,0,0
47911,3357.4,334.55,27.195,0.495,1.07,2.2,0.323,0.761,0.241,27.032,0.42,1.04,2.6,0.323,0.35,0.332,8,308.79484305364633,60.13073862072239,0,0
47912,2354.34,2991.11,26.562,0.317,1.07,3.4,-0.186,0.623,0.101,27.891,1.157,1.32,0.9,0.222,1.825,0.228,8,308.75379341285463,60.15438186615559,0,0
47913,3039.9,2928.95,28.028,1.924,1.55,0.6,0.266,-0.159,0.024,27.21,0.487,0.99,2.2,0.398,3.606,0.034,8,308.7477789853723,60.14742252037958,0,0
47914,3345.13,971.74,27.562,0.735,1.27,1.5,0.374,1.366,0.018,29.705,6.834,1.4,0.2,0.405,0.71,0.01,8,308.7825958816108,60.13420214619409,0,0
47915,1968.21,1920.63,27.452,0.869,1.57,1.2,1.07,1.674,0.013,29.414,3.754,1.18,0.3,-0.724,-0.799,0.014,8,308.7786732877605,60.15250172627554,0,0
47916,1264.74,441.49,27.585,0.852,1.35,1.3,0.412,1.068,0.251,26.852,0.382,1.09,2.8,-0.01,0.737,0.335,8,308.8148399759428,60.15153956300374,0,0
47917,407.94,3474.45,27.141,0.473,1.03,2.3,-0.085,-0.003,0.001,27.227,0.549,1.21,2.0,0.807,1.514,0.001,8,308.76491406504124,60.17574880626772,0,0
47918,1009.21,125.89,28.904,2.161,0.96,0.5,0.163,-1.22,0.565,26.482,0.296,1.08,3.7,0.518,0.566,0.469,8,308.8236695666487,60.15235253915942,0,0
47919,4029.89,1105.12,27.638,0.957,1.23,1.1,0.482,1.619,0.04,26.936,0.452,1.04,2.4,-0.089,0.196,0.001,8,308.77278949865075,60.128277904169536,0,0
47920,1673.85,718.24,27.146,0.626,1.32,1.7,0.038,1.039,0.151,27.007,0.46,1.11,2.4,-0.071,0.788,0.114,8,308.80514522514073,60.14903661399018,0,0
47921,2274.18,3216.71,27.882,1.471,1.75,0.7,-0.133,1.981,0.109,26.438,0.312,1.23,3.5,0.415,0.214,0.22,8,308.75025176612985,60.156340519532165,0,0
47922,3414.95,574.59,26.677,0.471,1.06,2.3,0.319,-0.234,0.01,27.485,0.743,1.25,1.5,0.131,0.242,0.001,8,308.7895742822961,60.1314421425615,0,0
47923,4028.15,2144.34,27.841,1.972,1.92,0.6,1.926,2.724,0.011,27.605,0.696,1.07,1.6,0.162,-1.117,0.25,8,308.7526190375645,60.13374601967186,0,0
47924,3969.86,2033.97,27.053,0.732,1.61,1.5,0.411,1.693,0.0,26.775,0.456,1.15,2.4,0.091,-0.511,0.0,8,308.75537737194725,60.133731200597325,0,0
47925,2862.47,2544.4,26.258,0.538,1.51,2.0,-0.008,2.085,0.033,27.411,0.879,1.33,1.2,-0.479,0.414,0.023,8,308.7571231386927,60.14712268770197,0,0
47926,3008.78,606.41,26.673,0.35,1.12,3.1,0.06,1.346,0.343,26.732,0.394,0.86,2.8,0.364,-0.772,0.32,8,308.79323808825797,60.13553792791643,0,0
47927,1374.72,3745.31,26.399,0.372,1.15,2.9,-0.169,0.982,0.033,26.975,0.395,0.99,2.7,0.617,1.438,0.03,8,308.7494513442005,60.167815448959246,0,0
47928,1908.29,2096.32,26.783,0.399,1.14,2.7,0.116,1.858,0.687,29.792,7.383,1.22,0.1,1.706,4.297,1.27,8,308.7758900924553,60.154003344417085,0,0
47929,2143.84,1341.06,27.771,0.929,1.09,1.2,0.005,1.56,0.005,27.713,0.819,1.14,1.3,0.023,0.08,0.032,8,308.78808512685504,60.147760888618116,0,0
47930,3656.87,1876.9,25.96,0.467,1.21,2.3,-0.426,1.689,0.019,26.117,0.299,1.3,3.6,-0.021,0.482,0.344,8,308.76172587924293,60.1359356353702,0,0
47931,4107.38,2297.43,28.999,3.306,1.32,0.3,0.105,7.577,0.104,25.936,0.354,1.27,3.1,-0.558,0.43,0.033,8,308.748810130739,60.133782172547456,0,0
47932,939.71,243.43,28.689,2.47,1.25,0.4,0.617,0.986,0.244,27.002,0.501,1.25,2.2,-0.056,1.145,0.165,8,308.82211948773266,60.153642211926616,0,0
47933,876.84,83.54,26.879,0.461,1.26,2.4,0.339,0.942,0.065,28.071,1.172,0.97,0.9,0.034,0.331,0.086,8,308.8258899969877,60.15341002192097,0,0
47934,1194.04,3723.74,27.067,0.53,1.25,2.0,0.305,0.458,0.03,26.845,0.384,0.85,2.8,-0.22,0.99,0.025,8,308.75177551015383,60.169450579601246,0,0
47935,1250.92,3952.98,27.269,0.796,1.2,1.4,0.414,0.046,0.096,27.158,0.488,1.04,2.2,0.14,0.517,0.218,8,308.7467167606008,60.17010224707533,0,0
47936,3796.26,2092.43,26.414,0.407,1.13,2.7,-0.171,1.901,0.036,27.548,0.763,1.21,1.4,0.356,-0.28,0.06,8,308.75606983315834,60.13571745888606,0,0
47937,2073.48,3365.0,26.646,0.351,1.14,3.1,0.026,1.382,0.341,26.71,0.362,1.12,3.0,0.305,-0.026,0.233,8,308.7494832102883,60.159060065610284,0,0
47938,3947.03,3038.51,26.656,0.482,1.35,2.3,0.314,0.372,0.008,27.698,0.915,1.19,1.2,-1.425,0.142,0.025,8,308.7360967400729,60.13921897937393,0,0
47939,3279.48,4134.76,27.331,0.792,1.34,1.4,0.71,1.51,0.023,27.427,0.698,0.96,1.6,-0.017,0.59,0.024,8,308.721812493406,60.151424279570115,0,0
47940,1123.75,1783.13,26.672,0.315,0.96,3.4,0.006,0.501,0.395,27.078,0.519,1.21,2.1,-0.126,0.07,0.443,8,308.7902528354399,60.15994865323659,0,0
47941,1845.37,3455.66,27.365,0.73,1.19,1.5,1.292,2.518,0.182,28.092,1.341,1.13,0.8,-0.318,0.595,0.044,8,308.7501241348729,60.161742636886586,0,0
47942,345.49,3866.13,27.026,0.452,1.08,2.4,-0.068,0.308,0.176,29.236,3.28,1.02,0.3,0.279,1.383,0.491,8,308.75795287493077,60.17840751563609,0,0
47943,773.2,1635.43,25.96,0.297,1.1,3.7,0.19,0.197,0.002,27.646,0.746,1.08,1.5,0.111,2.711,0.001,8,308.79682295869225,60.16256390486542,0,0
47944,3421.13,2364.0,27.518,1.02,1.36,1.1,0.713,1.651,0.325,27.04,0.604,1.54,1.8,0.516,-0.629,0.044,8,308.7547438467285,60.14077127492768,0,0
47945,2682.95,4112.53,28.194,1.14,0.95,1.0,0.084,0.264,0.008,27.899,1.114,1.2,1.0,0.023,2.303,0.032,8,308.72852578988415,60.157080953458916,0,0
47946,427.13,4129.84,27.914,1.323,1.07,0.8,1.424,2.427,0.333,25.668,0.405,1.71,2.7,0.655,0.853,0.159,8,308.7519610899277,60.17900060918079,0,0
47947,1502.89,3677.49,26.523,0.315,1.03,3.4,0.237,1.189,0.044,27.705,0.814,1.04,1.3,0.582,0.848,0.104,8,308.74941949033314,60.166219657330004,0,0
47948,595.23,3958.93,27.21,0.55,1.19,2.0,-0.085,0.466,0.007,26.876,0.537,1.25,2.0,0.35,1.04,0.009,8,308.7535137366898,60.17647785402191,0,0
47949,92.34,480.13,27.945,1.136,1.28,1.0,0.527,0.418,0.003,26.699,0.335,1.14,3.2,0.602,1.119,0.002,8,308.8264676365154,60.163080061534394,0,0
47950,299.4,3358.69,27.66,1.039,1.04,1.0,0.636,1.79,0.003,27.795,0.812,1.05,1.3,0.518,0.943,0.0,8,308.76831084702405,60.17619159775182,0,0
47951,172.61,3013.26,26.501,0.317,1.03,3.4,0.092,-0.309,0.861,28.329,1.876,1.33,0.6,0.603,1.518,1.214,8,308.7763677484467,60.175605726530996,0,0
47952,1764.83,3217.0,28.028,1.211,1.21,0.9,-0.73,1.363,0.024,26.715,0.447,1.4,2.4,0.434,-0.252,0.024,8,308.75561409489393,60.161270358975514,0,0
47953,1234.34,465.41,27.911,0.991,1.2,1.1,-0.589,0.563,0.002,26.655,0.314,1.07,3.5,-0.311,-0.05,0.002,8,308.814696056685,60.151959210891235,0,0
47954,1229.02,1448.33,27.126,0.629,1.22,1.7,0.013,0.662,0.19,27.238,0.662,1.34,1.6,-0.768,-0.072,0.531,8,308.7956501272445,60.157172733251954,0,0
47955,1611.77,3305.58,27.3,0.623,1.15,1.7,0.142,1.795,0.703,27.414,0.67,1.04,1.6,-0.506,0.076,0.897,8,308.75550489171576,60.16321584812712,0,0
47956,3743.74,1003.85,27.72,1.558,1.19,0.7,0.02,9.999,0.016,27.959,0.925,1.14,1.2,0.387,2.536,0.004,8,308.7777714370259,60.13051469460756,0,0
47957,2725.18,686.64,29.802,6.097,1.18,0.2,0.692,1.785,0.304,26.469,0.268,1.13,4.1,0.066,1.097,0.025,8,308.7946698528502,60.138702250334724,0,0
47958,411.91,413.36,27.155,0.532,1.12,2.0,-0.309,0.114,0.694,27.431,0.809,1.38,1.3,0.715,1.729,0.91,8,308.82439031449627,60.15963898039613,0,0
47959,3214.09,4315.51,26.867,0.465,1.16,2.3,-0.548,1.413,0.185,26.131,0.508,1.16,2.1,-0.896,0.719,0.696,8,308.7189859756843,60.15300415560085,0,0
47960,3294.52,236.82,26.988,0.405,1.05,2.7,0.289,0.617,0.05,26.948,0.394,0.92,2.8,0.537,0.896,0.092,8,308.79740402483003,60.13083368721648,0,0
47961,2736.94,2152.98,28.048,1.415,1.23,0.8,-0.294,2.05,0.006,25.968,0.454,1.58,2.4,0.377,-0.347,0.009,8,308.76605367685795,60.146284042617474,0,0
47962,3080.24,543.88,26.583,0.485,1.14,2.2,-0.078,-0.011,0.192,27.215,0.535,1.14,2.0,0.447,0.843,0.667,8,308.7936992772192,60.13451844646086,0,0
47963,3276.05,1198.47,29.36,4.55,1.41,0.2,0.317,1.151,0.024,26.612,0.37,1.38,2.9,0.193,0.193,0.021,8,308.77891939523863,60.1360603140537,0,0
47964,2029.99,1314.06,27.165,0.592,1.39,1.8,0.786,1.673,0.068,26.998,0.583,1.43,1.9,0.705,0.302,0.165,8,308.78981048396224,60.1487204079447,0,0
47965,553.28,921.42,26.952,0.443,1.08,2.4,-0.057,0.854,0.135,27.645,0.752,1.1,1.4,0.295,0.121,0.118,8,308.8130233728256,60.160941086399355,0,0
47966,1874.96,4116.29,27.166,0.554,1.2,2.0,-0.012,0.609,0.215,26.833,0.426,1.23,2.6,0.264,1.117,0.269,8,308.73696371848575,60.164919824715135,0,0
47967,3630.58,580.04,26.617,0.343,1.28,3.2,0.511,0.228,0.081,28.557,1.818,1.12,0.6,0.597,3.385,0.003,8,308.7871956491852,60.12938498716915,0,0
47968,3413.49,3481.87,25.789,0.302,1.29,3.6,0.313,1.063,0.271,27.795,0.953,1.02,1.1,-0.488,0.611,0.786,8,308.73309584332907,60.14670597138292,0,0
47969,59.41,3219.6,26.562,0.515,1.25,2.1,0.233,0.354,0.197,27.08,0.712,1.45,1.5,0.237,0.639,0.118,8,308.773548421267,60.177783554938635,0,0
47970,420.55,1174.02,27.709,0.864,1.23,1.3,0.429,1.349,0.104,27.124,0.491,1.11,2.2,-0.59,1.282,0.069,8,308.8095146906004,60.16355154954474,0,0
47971,53.09,2864.57,26.153,0.38,1.38,2.9,0.488,0.816,0.085,28.912,3.517,1.32,0.3,-1.485,-0.209,0.001,8,308.7805210465218,60.17598162040777,0,0
47972,1700.26,2481.6,28.104,1.218,1.07,0.9,0.65,3.538,0.104,26.773,0.38,1.23,2.9,-0.071,-0.087,0.073,8,308.77059371968534,60.15803744568693,0,0
47973,637.86,2750.77,27.56,0.926,1.31,1.2,-0.567,-0.142,0.017,26.769,0.386,1.23,2.8,-0.076,0.471,0.002,8,308.77656449800196,60.16972754270189,0,0
47974,1991.96,3603.43,26.719,0.501,1.44,2.2,0.625,0.145,0.019,27.321,0.534,1.06,2.0,-0.389,0.103,0.224,8,308.7457056245724,60.161099032309544,0,0
47975,2511.27,527.52,27.536,0.639,1.02,1.7,0.098,3.169,0.036,27.163,0.467,1.06,2.3,0.297,0.2,0.015,8,308.80001678275937,60.13993574589148,0,0
47976,3385.51,3069.49,27.465,0.971,1.35,1.1,0.676,0.292,0.051,27.285,0.665,1.32,1.6,0.405,1.949,0.012,8,308.7414069919366,60.144815109397676,0,0
47977,2281.97,3182.47,27.579,0.825,1.28,1.3,1.309,3.327,0.176,26.541,0.367,1.38,3.0,-0.186,0.954,0.03,8,308.75083543263236,60.15608559766306,0,0
47978,813.27,240.38,27.114,0.702,1.04,1.5,-0.032,0.939,0.046,26.967,0.416,1.17,2.6,-0.22,0.572,0.039,8,308.8235137004031,60.154848879608934,0,0
47979,2836.26,2571.09,26.21,0.474,1.59,2.3,0.063,0.265,0.016,27.58,0.961,1.53,1.1,0.558,5.212,0.014,8,308.7568805125924,60.14751626084168,0,0
47980,272.72,2080.61,27.71,1.265,1.31,0.9,1.642,0.38,0.046,30.029,6.771,1.17,0.2,-1.192,3.084,0.139,8,308.79344944928994,60.16974205063319,0,0
47981,1026.6,3610.77,27.581,0.852,1.24,1.3,0.348,0.591,0.039,27.234,0.572,1.13,1.9,0.195,0.714,0.053,8,308.75573819260813,60.17047822628901,0,0
47982,2727.29,2601.23,26.106,0.477,1.27,2.3,-0.657,0.193,0.01,28.672,2.126,1.15,0.5,0.232,1.437,0.082,8,308.75744283744126,60.14872866190704,0,0
47983,3602.29,3517.96,27.925,1.149,1.33,0.9,1.114,2.881,0.12,27.87,1.668,1.2,0.7,1.926,0.533,0.119,8,308.73040645465187,60.145068029981196,0,0
47984,766.21,3972.94,26.958,0.454,1.21,2.4,0.179,0.187,0.003,27.653,0.682,1.06,1.6,0.13,1.113,0.001,8,308.7514383362923,60.1748969657108,0,0
47985,2251.21,506.98,25.057,0.343,0.93,3.2,0.182,-0.287,0.002,27.765,0.719,1.02,1.5,0.198,0.326,0.006,8,308.80315879116034,60.142343143059016,0,0
47986,3598.32,3015.75,28.689,2.698,1.21,0.4,1.093,1.532,0.024,27.968,0.89,0.89,1.2,0.11,-0.105,0.011,8,308.74021059902975,60.14247409510438,0,0
47987,184.2,2995.79,28.258,1.621,1.39,0.7,0.32,0.144,0.066,28.518,2.323,0.99,0.5,-1.575,9.999,0.698,8,308.77658526918185,60.175401931832155,0,0
47988,2592.25,491.25,27.331,0.579,1.16,1.9,-0.352,3.309,0.015,27.47,0.614,0.78,1.8,0.084,0.652,0.033,8,308.79986730621323,60.13896205612265,0,0
47989,711.05,1993.42,27.19,0.513,1.16,2.1,0.129,-0.087,0.01,26.877,0.518,1.46,2.1,0.062,1.606,0.0,8,308.7905190009143,60.16504452686941,0,0
47990,187.34,2259.1,27.183,0.599,1.24,1.8,0.591,2.564,0.017,26.91,0.489,1.33,2.2,0.222,-0.202,0.009,8,308.79087972521774,60.1715049443383,0,0
47991,1078.92,3663.05,27.675,1.232,1.31,0.9,0.373,0.348,0.234,27.667,0.85,1.08,1.3,0.402,6.341,0.704,8,308.7541696569172,60.17024618001888,0,0
47992,3129.82,2684.92,28.337,2.036,1.6,0.5,0.802,1.489,0.011,26.585,0.337,1.24,3.2,-0.266,0.413,0.001,8,308.7515752324433,60.14527285185147,0,0
47993,2560.57,480.65,27.519,0.753,0.99,1.4,-0.04,0.258,0.162,27.293,0.621,1.01,1.7,0.449,1.172,0.169,8,308.80040732895515,60.13921280260747,0,0
47994,1308.01,1221.3,27.75,2.619,1.71,0.4,0.868,-0.128,0.05,27.591,0.702,1.15,1.5,0.079,0.597,0.001,8,308.79922929536446,60.15521667656935,0,0
47995,3447.93,2618.04,27.818,1.55,1.58,0.7,0.07,4.077,0.619,26.425,0.444,1.76,2.4,-0.162,0.546,0.794,8,308.74952438760386,60.141844150948145,0,0
47996,855.48,1184.26,27.413,0.661,1.17,1.6,0.127,-0.159,0.002,28.486,3.197,1.53,0.3,0.165,0.301,0.001,8,308.80472467352354,60.15939895035293,0,0
47997,2371.28,3945.09,26.602,0.34,1.1,3.2,0.252,0.658,0.006,27.653,0.706,1.05,1.5,0.362,2.246,0.006,8,308.73506477612386,60.159219545263895,0,0
47998,850.54,1267.69,27.603,0.862,1.27,1.3,0.958,2.255,0.327,26.692,0.35,1.18,3.1,0.016,0.605,0.403,8,308.80315516522336,60.15988486841424,0,0
47999,2817.06,1434.07,27.886,1.431,1.45,0.8,0.45,0.764,0.124,28.048,1.057,1.09,1.0,-0.027,-0.353,0.002,8,308.7791797715737,60.141736827922784,0,0
48000,1297.94,1326.9,26.402,0.425,1.29,2.6,0.051,0.85,0.033,29.829,5.627,1.08,0.2,-0.363,-1.575,0.022,8,308.79728313696637,60.15586855459585,0,0
48001,3600.61,342.21,27.099,0.745,1.49,1.5,0.097,2.218,0.016,27.353,0.54,1.08,2.0,0.149,1.779,0.008,8,308.7921305085658,60.12842639249292,0,0
48002,2545.83,160.7,26.245,0.328,1.07,3.3,0.034,-0.157,0.044,28.317,1.993,1.34,0.5,-0.222,2.688,0.016,8,308.8067777375585,60.1376751337206,0,0
48003,2796.95,2263.63,26.435,0.468,1.43,2.3,0.552,-0.043,0.012,27.111,0.541,1.39,2.0,0.157,0.437,0.012,8,308.7632707270778,60.146283911606304,0,0
48004,598.58,1661.05,27.339,0.609,1.17,1.8,-0.366,0.089,0.511,26.616,0.306,0.95,3.5,-0.007,0.445,0.705,8,308.7981677405633,60.16438737919824,0,0
48005,3322.87,3596.2,26.689,0.432,1.35,2.5,0.077,0.287,0.004,27.887,1.097,1.32,1.0,-0.715,0.563,0.01,8,308.731827264013,60.14818214801477,0,0
48006,1369.12,2294.35,28.39,1.677,1.25,0.6,-0.357,0.246,0.051,26.537,0.321,1.29,3.4,-0.092,0.867,0.037,8,308.77772611495755,60.1602583557741,0,0
48007,2007.64,910.58,27.012,0.415,1.0,2.6,0.471,0.811,0.058,26.864,0.4,1.15,2.7,0.559,-0.671,0.047,8,308.7978865584242,60.14681827219484,0,0
48008,3617.48,2119.47,27.509,1.735,1.58,0.6,-0.931,3.179,0.017,27.057,0.588,1.43,1.8,-0.124,0.45,0.003,8,308.7574274838809,60.13758904262494,0,0
48009,2821.9,746.98,27.34,0.607,1.15,1.8,1.44,0.135,0.086,27.674,1.014,1.41,1.1,0.603,-0.592,0.056,8,308.7924778279339,60.13808351800877,0,0
48010,2578.53,2210.21,26.741,0.437,1.29,2.5,-0.111,2.124,0.01,26.781,0.471,1.29,2.3,-0.433,0.852,0.034,8,308.7666108590699,60.148116835283915,0,0
48011,954.18,2112.81,27.767,1.054,1.25,1.0,0.897,2.093,0.011,28.117,1.374,1.23,0.8,-0.788,-0.287,0.005,8,308.7856325229995,60.16331946221854,0,0
48012,368.23,1336.1,26.491,0.409,1.19,2.7,0.49,1.068,0.001,27.877,0.773,0.95,1.4,0.176,-0.383,0.002,8,308.80691631534313,60.16490883151539,0,0
48013,2529.25,376.42,27.851,0.881,1.08,1.2,0.05,2.174,0.059,27.348,0.595,1.2,1.8,0.496,1.825,0.003,8,308.80276236917564,60.138968387400965,0,0
48014,3727.97,1764.82,28.089,1.35,1.4,0.8,-0.232,2.47,0.0,27.34,0.578,1.14,1.9,-0.099,0.417,0.0,8,308.76315455463816,60.13465982971468,0,0
48015,838.26,3453.9,26.425,0.817,1.39,1.3,0.909,0.855,0.038,27.003,0.984,1.1,1.1,1.535,3.239,0.02,8,308.7607754225084,60.17147770093208,0,0
48016,607.03,3672.13,27.006,0.432,1.12,2.5,0.155,-0.004,0.005,28.583,2.036,1.16,0.5,-0.294,0.478,0.104,8,308.758968797343,60.174859531687005,0,0
48017,3142.73,1220.19,29.19,3.431,1.29,0.3,0.363,2.675,0.0,26.989,0.486,1.25,2.2,0.395,-1.369,0.003,8,308.77990256520053,60.13746398468647,0,0
48018,4118.15,2483.01,26.458,0.293,1.23,3.7,0.223,0.73,0.008,28.667,2.774,1.37,0.4,-0.128,1.036,0.026,8,308.74509067595943,60.13465100129111,0,0
48019,1779.22,1028.24,29.177,3.376,1.16,0.3,0.476,1.61,0.068,26.871,0.567,1.3,1.9,-0.281,0.269,0.068,8,308.7980097953799,60.14964537791635,0,0
48020,4145.14,3057.13,26.617,0.453,1.04,2.4,0.284,0.393,0.109,26.762,0.756,1.5,1.4,0.783,9.999,0.427,8,308.7336493494713,60.13739943868658,0,0
48021,2241.58,1009.16,27.074,0.576,0.99,1.9,0.194,4.727,0.09,26.55,0.409,1.49,2.7,0.178,-0.71,0.04,8,308.79350366783365,60.14507311584821,0,0
48022,3693.34,2476.52,26.993,0.681,1.56,1.6,-0.026,1.525,0.004,26.367,0.343,0.92,3.2,-0.735,0.882,0.031,8,308.74969010360695,60.13872749346718,0,0
48023,1292.41,3138.89,26.598,0.325,1.13,3.3,-0.078,1.03,0.024,27.115,0.489,1.12,2.2,-0.183,1.3,0.028,8,308.76211334961573,60.16543144542596,0,0
48024,3509.24,4029.02,27.364,0.692,1.11,1.6,0.387,-1.905,0.043,27.248,0.817,1.3,1.3,-0.324,4.892,0.168,8,308.72144992568735,60.14864659152853,0,0
48025,1456.23,497.54,27.098,0.488,0.8,2.2,0.731,0.851,0.503,27.106,0.53,1.15,2.0,0.21,0.793,0.584,8,308.8117299065189,60.14998210945118,0,0
48026,4112.42,1877.63,26.506,0.337,1.29,3.2,0.154,0.829,0.047,27.875,1.527,1.52,0.7,0.673,2.101,0.011,8,308.75691352219565,60.13153192988981,0,0
48027,2766.79,3674.61,27.269,0.854,1.05,1.3,1.081,5.368,0.019,27.56,0.832,1.09,1.3,-0.126,0.15,0.006,8,308.7361586859209,60.153974421734205,0,0
48028,1409.41,967.63,27.199,0.515,1.16,2.1,0.005,0.945,0.002,27.544,0.77,1.17,1.4,0.205,1.467,0.003,8,308.80308928095957,60.15290388151138,0,0
48029,2621.5,2284.45,27.638,1.142,1.54,1.0,0.128,-0.651,0.052,26.169,0.341,1.44,3.2,0.168,2.127,0.04,8,308.76471502550663,60.148090575697005,0,0
48030,272.61,4071.82,27.336,0.553,1.03,2.0,-0.312,1.284,0.136,27.231,0.612,0.78,1.8,0.803,0.345,0.31,8,308.7547195041594,60.180191426156064,0,0
48031,3022.37,2972.96,26.583,0.355,1.17,3.1,0.147,0.77,0.094,29.233,4.029,1.18,0.3,0.261,1.202,0.206,8,308.7471081250269,60.14782290139595,0,0
48032,2220.48,433.4,27.136,0.553,0.99,2.0,0.203,1.043,0.013,27.278,0.512,1.09,2.1,-0.258,1.396,0.043,8,308.8049123835991,60.142253939685496,0,0
48033,761.92,1156.18,26.526,0.512,1.2,2.1,0.063,-0.409,0.145,27.292,0.75,1.32,1.4,0.581,0.971,0.465,8,308.8062579573847,60.16015634727381,0,0
48034,3089.23,1757.83,27.002,0.415,1.05,2.6,0.237,0.473,0.042,27.826,0.801,1.01,1.4,-0.168,0.31,0.123,8,308.7700202151829,60.1408027241342,0,0
48035,2242.22,195.1,27.289,0.728,1.27,1.5,-0.103,0.345,0.013,29.793,5.206,1.16,0.2,0.57,1.117,0.002,8,308.80931225528616,60.140792119303626,0,0
48036,827.19,842.22,26.638,0.427,1.43,2.5,-0.124,0.214,0.003,27.907,0.852,0.99,1.3,0.33,0.619,0.018,8,308.81167114090454,60.157876084822185,0,0
48037,4011.64,3462.86,27.649,0.902,1.1,1.2,1.005,1.317,0.112,26.034,0.622,1.41,1.7,0.016,0.364,0.062,8,308.72716846895145,60.14081774145943,0,0
48038,1781.78,1792.95,26.171,0.263,1.19,4.1,-0.184,0.069,0.005,27.425,1.543,1.6,0.7,2.687,3.251,0.013,8,308.7831209542592,60.15363506118149,0,0
48039,316.52,4030.94,29.064,3.577,1.45,0.3,-0.014,3.075,0.052,26.533,0.337,1.11,3.2,-0.141,0.76,0.068,8,308.7550518234068,60.17955218174222,0,0
48040,2910.7,206.57,27.332,0.65,1.09,1.7,0.273,0.68,0.07,26.467,0.364,1.2,3.0,0.209,0.775,0.046,8,308.80203862208725,60.13438714626223,0,0
48041,535.14,2123.38,26.161,0.381,1.52,2.9,0.273,0.796,0.116,27.735,1.11,1.38,1.0,0.218,0.772,0.127,8,308.7898483883942,60.167428293761404,0,0
48042,594.33,3424.61,29.308,5.141,1.28,0.2,0.363,0.004,0.001,27.674,0.752,0.99,1.4,0.465,1.642,0.0,8,308.76391765488916,60.1736840716776,0,0
48043,2709.48,527.45,27.631,0.822,1.19,1.3,-0.015,0.293,0.003,27.482,0.632,1.0,1.7,0.01,-0.255,0.008,8,308.79792781070176,60.138018282484246,0,0
48044,3004.7,742.09,28.311,1.918,1.34,0.6,-0.271,3.17,0.178,26.617,0.326,1.14,3.3,0.03,0.644,0.11,8,308.79064550658563,60.136289689300476,0,0
48045,3453.47,994.82,27.326,0.578,1.07,1.9,0.457,2.356,0.166,27.432,0.655,1.17,1.7,1.147,-1.041,0.299,8,308.78100571291554,60.13327526099346,0,0
48046,4121.86,3653.53,26.494,0.4,1.22,2.7,0.54,0.173,0.005,28.327,1.704,1.19,0.6,-2.041,-3.579,0.033,8,308.7223020523551,60.140750147936075,0,0
48047,203.71,141.33,27.208,0.548,1.07,2.0,0.066,0.371,0.03,27.037,0.422,1.09,2.6,-0.186,0.076,0.023,8,308.83187568275076,60.16022266361017,0,0
48048,2649.19,1261.07,26.371,0.34,1.49,3.2,0.335,0.125,0.001,29.269,6.107,1.11,0.2,1.395,9.999,0.006,8,308.78431090867997,60.142452741115385,0,0
48049,2636.27,804.88,27.051,0.56,1.41,1.9,0.749,0.777,0.027,27.532,0.768,1.22,1.4,0.075,0.524,0.016,8,308.79331035368693,60.14018300257254,0,0
48050,4035.48,941.12,29.686,5.431,1.32,0.2,3.781,9.384,0.111,26.361,0.26,1.22,4.2,-0.089,0.464,0.005,8,308.7759159991589,60.12736327653709,0,0
48051,74.69,1420.98,28.27,2.485,1.73,0.4,0.612,1.728,0.104,27.908,0.769,0.99,1.4,0.058,0.851,0.098,8,308.80836522175207,60.16819356169355,0,0
48052,2283.16,3393.84,27.577,0.854,1.19,1.3,-0.643,0.319,0.464,27.136,0.595,1.19,1.8,-0.006,0.087,0.606,8,308.746712966719,60.157182404001524,0,0
48053,3805.76,482.25,25.992,0.322,1.05,3.4,0.0,1.249,0.024,27.564,0.841,1.29,1.3,0.972,1.204,0.002,8,308.7872486116195,60.12717716167532,0,0
48054,2265.04,959.95,27.291,0.603,1.23,1.8,0.096,2.728,0.199,26.398,0.252,1.06,4.3,-0.169,-0.022,0.165,8,308.79421240196876,60.14458784209733,0,0
48055,1194.2,3302.04,26.817,0.566,1.26,1.9,0.185,1.086,0.259,27.461,0.619,0.94,1.8,0.089,0.639,0.312,8,308.7599758994405,60.167237404723615,0,0
48056,2580.39,1611.68,26.157,0.261,1.28,4.2,-0.221,1.631,0.018,28.188,1.436,1.42,0.8,-0.087,1.705,0.084,8,308.7782233784043,60.14495837028689,0,0
48057,1576.87,1879.6,27.64,0.783,1.26,1.4,0.392,0.922,0.0,27.024,0.516,1.38,2.1,-0.337,0.135,0.0,8,308.7835977739306,60.156072003175666,0,0
48058,3643.67,2177.91,27.147,0.526,1.24,2.1,0.504,3.737,0.023,27.256,0.706,1.38,1.5,-0.212,-0.478,0.011,8,308.75601603003827,60.13764214269113,0,0
48059,2502.55,909.6,27.114,0.597,1.43,1.8,0.218,1.069,0.009,27.108,0.433,0.99,2.5,0.004,-1.066,0.056,8,308.7926859278234,60.142026190428936,0,0
48060,3951.44,1617.87,29.639,5.74,1.11,0.2,-0.975,-0.722,0.401,27.117,0.459,1.2,2.4,0.016,0.571,0.048,8,308.7636555320626,60.13172693796706,0,0
48061,947.99,1365.07,26.875,0.388,1.19,2.8,0.159,2.712,0.0,26.881,0.434,1.32,2.5,-0.085,-0.331,0.0,8,308.80023389673806,60.159453716596694,0,0
